 4.0 	  3.0 	 0.486
 4.0 	  3.5 	 0.776
 4.0 	  4.0 	 1.241
 4.0 	  4.5 	 1.782
 4.0 	  5.0 	 1.782
 4.0 	  5.5 	 2.191
 4.0 	  6.0 	 996.757
 4.0 	  6.5 	 996.757
 4.0 	  7.0 	 996.757
 4.0 	  7.5 	 996.757
 4.0 	  8.0 	 996.757
 4.0 	  8.5 	 996.757
 4.0 	  9.0 	 996.757
 4.0 	  9.5 	 996.757
 4.0 	 10.0 	 996.757
 4.0 	 10.5 	 996.757
 4.0 	 11.0 	 996.757
 4.0 	 11.5 	 996.757
 4.0 	 12.0 	 996.757

 4.5 	 -12.0 	 996.757
 4.5 	 -11.5 	 996.757
 4.5 	 -11.0 	 996.757
 4.5 	 -10.5 	 996.757
 4.5 	 -10.0 	 996.757
 4.5 	 -9.5 	 2.191
 4.5 	 -9.0 	 996.757
 4.5 	 -8.5 	 996.757
 4.5 	 -8.0 	 2.191
 4.5 	 -7.5 	 2.191
 4.5 	 -7.0 	 2.191
 4.5 	 -6.5 	 2.191
 4.5 	 -6.0 	 1.782
 4.5 	 -5.5 	 1.543
 4.5 	 -5.0 	 1.543
 4.5 	 -4.5 	 1.782
 4.5 	 -4.0 	 1.241
 4.5 	 -3.5 	 1.543
 4.5 	 -3.0 	 0.486
 4.5 	 -2.5 	 0.341
 4.5 	 -2.0 	 0.204
 4.5 	 -1.5 	 0.128
 4.5 	 -1.0 	 0.204
 4.5 	 -0.5 	 0.486
 4.5 	  0.0 	 0.634
 4.5 	  0.5 	 0.593
 4.5 	  1.0 	 0.225
 4.5 	  1.5 	 0.269
 4.5 	  2.0 	 0.204
 4.5 	  2.5 	 0.292
 4.5 	  3.0 	 0.593
 4.5 	  3.5 	 0.678
 4.5 	  4.0 	 1.782
 4.5 	  4.5 	 1.782
 4.5 	  5.0 	 2.191
 4.5 	  5.5 	 996.757
 4.5 	  6.0 	 1.782
 4.5 	  6.5 	 996.757
 4.5 	  7.0 	 996.757
 4.5 	  7.5 	 996.757
 4.5 	  8.0 	 996.757
 4.5 	  8.5 	 996.757
 4.5 	  9.0 	 996.757
 4.5 	  9.5 	 996.757
 4.5 	 10.0 	 996.757
 4.5 	 10.5 	 996.757
 4.5 	 11.0 	 996.757
 4.5 	 11.5 	 996.757
 4.5 	 12.0 	 996.757

 5.0 	 -12.0 	 996.757
 5.0 	 -11.5 	 996.757
 5.0 	 -11.0 	 996.757
 5.0 	 -10.5 	 996.757
 5.0 	 -10.0 	 996.757
 5.0 	 -9.5 	 996.757
 5.0 	 -9.0 	 996.757
 5.0 	 -8.5 	 996.757
 5.0 	 -8.0 	 996.757
 5.0 	 -7.5 	 996.757
 5.0 	 -7.0 	 2.191
 5.0 	 -6.5 	 2.191
 5.0 	 -6.0 	 1.782
 5.0 	 -5.5 	 1.782
 5.0 	 -5.0 	 1.782
 5.0 	 -4.5 	 1.543
 5.0 	 -4.0 	 0.895
 5.0 	 -3.5 	 0.832
 5.0 	 -3.0 	 0.634
 5.0 	 -2.5 	 0.678
 5.0 	 -2.0 	 0.165
 5.0 	 -1.5 	 0.165
 5.0 	 -1.0 	 0.128
 5.0 	 -0.5 	 0.486
 5.0 	  0.0 	 0.424
 5.0 	  0.5 	 0.454
 5.0 	  1.0 	 0.341
 5.0 	  1.5 	 0.367
 5.0 	  2.0 	 0.367
 5.0 	  2.5 	 0.519
 5.0 	  3.0 	 0.486
 5.0 	  3.5 	 1.134
 5.0 	  4.0 	 1.782
 5.0 	  4.5 	 996.757
 5.0 	  5.0 	 996.757
 5.0 	  5.5 	 2.191
 5.0 	  6.0 	 996.757
 5.0 	  6.5 	 996.757
 5.0 	  7.0 	 996.757
 5.0 	  7.5 	 996.757
 5.0 	  8.0 	 996.757
 5.0 	  8.5 	 996.757
 5.0 	  9.0 	 996.757
 5.0 	  9.5 	 996.757
 5.0 	 10.0 	 996.757
 5.0 	 10.5 	 996.757
 5.0 	 11.0 	 996.757
 5.0 	 11.5 	 996.757
 5.0 	 12.0 	 996.757

 5.5 	 -12.0 	 996.757
 5.5 	 -11.5 	 996.757
 5.5 	 -11.0 	 996.757
 5.5 	 -10.5 	 996.757
 5.5 	 -10.0 	 996.757
 5.5 	 -9.5 	 996.757
 5.5 	 -9.0 	 996.757
 5.5 	 -8.5 	 996.757
 5.5 	 -8.0 	 996.757
 5.5 	 -7.5 	 2.191
 5.5 	 -7.0 	 1.543
 5.5 	 -6.5 	 2.191
 5.5 	 -6.0 	 1.782
 5.5 	 -5.5 	 2.191
 5.5 	 -5.0 	 1.782
 5.5 	 -4.5 	 0.895
 5.5 	 -4.0 	 1.241
 5.5 	 -3.5 	 0.832
 5.5 	 -3.0 	 0.395
 5.5 	 -2.5 	 0.555
 5.5 	 -2.0 	 0.204
 5.5 	 -1.5 	 0.225
 5.5 	 -1.0 	 0.367
 5.5 	 -0.5 	 0.316
 5.5 	  0.0 	 0.776
 5.5 	  0.5 	 0.316
 5.5 	  1.0 	 0.184
 5.5 	  1.5 	 0.424
 5.5 	  2.0 	 0.246
 5.5 	  2.5 	 0.246
 5.5 	  3.0 	 0.519
 5.5 	  3.5 	 0.593
 5.5 	  4.0 	 1.134
 5.5 	  4.5 	 996.757
 5.5 	  5.0 	 996.757
 5.5 	  5.5 	 996.757
 5.5 	  6.0 	 996.757
 5.5 	  6.5 	 996.757
 5.5 	  7.0 	 996.757
 5.5 	  7.5 	 996.757
 5.5 	  8.0 	 996.757
 5.5 	  8.5 	 996.757
 5.5 	  9.0 	 996.757
 5.5 	  9.5 	 996.757
 5.5 	 10.0 	 996.757
 5.5 	 10.5 	 996.757
 5.5 	 11.0 	 996.757
 5.5 	 11.5 	 996.757
 5.5 	 12.0 	 996.757

 6.0 	 -12.0 	 996.757
 6.0 	 -11.5 	 996.757
 6.0 	 -11.0 	 996.757
 6.0 	 -10.5 	 996.757
 6.0 	 -10.0 	 996.757
 6.0 	 -9.5 	 996.757
 6.0 	 -9.0 	 996.757
 6.0 	 -8.5 	 996.757
 6.0 	 -8.0 	 996.757
 6.0 	 -7.5 	 2.191
 6.0 	 -7.0 	 1.543
 6.0 	 -6.5 	 1.543
 6.0 	 -6.0 	 1.134
 6.0 	 -5.5 	 1.373
 6.0 	 -5.0 	 1.373
 6.0 	 -4.5 	 0.964
 6.0 	 -4.0 	 0.832
 6.0 	 -3.5 	 0.832
 6.0 	 -3.0 	 1.134
 6.0 	 -2.5 	 0.776
 6.0 	 -2.0 	 0.832
 6.0 	 -1.5 	 0.316
 6.0 	 -1.0 	 0.454
 6.0 	 -0.5 	 0.316
 6.0 	  0.0 	 0.593
 6.0 	  0.5 	 0.316
 6.0 	  1.0 	 0.593
 6.0 	  1.5 	 0.225
 6.0 	  2.0 	 0.204
 6.0 	  2.5 	 0.634
 6.0 	  3.0 	 0.776
 6.0 	  3.5 	 1.043
 6.0 	  4.0 	 1.241
 6.0 	  4.5 	 996.757
 6.0 	  5.0 	 996.757
 6.0 	  5.5 	 996.757
 6.0 	  6.0 	 996.757
 6.0 	  6.5 	 996.757
 6.0 	  7.0 	 996.757
 6.0 	  7.5 	 996.757
 6.0 	  8.0 	 996.757
 6.0 	  8.5 	 996.757
 6.0 	  9.0 	 996.757
 6.0 	  9.5 	 996.757
 6.0 	 10.0 	 996.757
 6.0 	 10.5 	 996.757
 6.0 	 11.0 	 996.757
 6.0 	 11.5 	 996.757
 6.0 	 12.0 	 996.757

 6.5 	 -12.0 	 996.757
 6.5 	 -11.5 	 996.757
 6.5 	 -11.0 	 996.757
 6.5 	 -10.5 	 996.757
 6.5 	 -10.0 	 996.757
 6.5 	 -9.5 	 996.757
 6.5 	 -9.0 	 996.757
 6.5 	 -8.5 	 996.757
 6.5 	 -8.0 	 996.757
 6.5 	 -7.5 	 2.191
 6.5 	 -7.0 	 1.543
 6.5 	 -6.5 	 1.241
 6.5 	 -6.0 	 1.373
 6.5 	 -5.5 	 0.895
 6.5 	 -5.0 	 1.134
 6.5 	 -4.5 	 1.373
 6.5 	 -4.0 	 1.241
 6.5 	 -3.5 	 1.241
 6.5 	 -3.0 	 0.678
 6.5 	 -2.5 	 0.964
 6.5 	 -2.0 	 1.043
 6.5 	 -1.5 	 0.454
 6.5 	 -1.0 	 0.486
 6.5 	 -0.5 	 0.519
 6.5 	  0.0 	 0.634
 6.5 	  0.5 	 0.593
 6.5 	  1.0 	 0.634
 6.5 	  1.5 	 0.454
 6.5 	  2.0 	 0.486
 6.5 	  2.5 	 0.395
 6.5 	  3.0 	 0.634
 6.5 	  3.5 	 1.373
 6.5 	  4.0 	 1.543
 6.5 	  4.5 	 1.543
 6.5 	  5.0 	 996.757
 6.5 	  5.5 	 996.757
 6.5 	  6.0 	 996.757
 6.5 	  6.5 	 996.757
 6.5 	  7.0 	 996.757
 6.5 	  7.5 	 996.757
 6.5 	  8.0 	 996.757
 6.5 	  8.5 	 996.757
 6.5 	  9.0 	 996.757
 6.5 	  9.5 	 996.757
 6.5 	 10.0 	 996.757
 6.5 	 10.5 	 996.757
 6.5 	 11.0 	 996.757
 6.5 	 11.5 	 996.757
 6.5 	 12.0 	 996.757

 7.0 	 -12.0 	 996.757
 7.0 	 -11.5 	 996.757
 7.0 	 -11.0 	 996.757
 7.0 	 -10.5 	 996.757
 7.0 	 -10.0 	 996.757
 7.0 	 -9.5 	 996.757
 7.0 	 -9.0 	 996.757
 7.0 	 -8.5 	 996.757
 7.0 	 -8.0 	 996.757
 7.0 	 -7.5 	 2.191
 7.0 	 -7.0 	 2.191
 7.0 	 -6.5 	 1.373
 7.0 	 -6.0 	 1.043
 7.0 	 -5.5 	 0.964
 7.0 	 -5.0 	 1.241
 7.0 	 -4.5 	 1.373
 7.0 	 -4.0 	 1.543
 7.0 	 -3.5 	 0.776
 7.0 	 -3.0 	 1.043
 7.0 	 -2.5 	 0.964
 7.0 	 -2.0 	 1.373
 7.0 	 -1.5 	 1.241
 7.0 	 -1.0 	 0.341
 7.0 	 -0.5 	 0.776
 7.0 	  0.0 	 0.776
 7.0 	  0.5 	 0.593
 7.0 	  1.0 	 0.593
 7.0 	  1.5 	 0.895
 7.0 	  2.0 	 0.725
 7.0 	  2.5 	 0.634
 7.0 	  3.0 	 0.964
 7.0 	  3.5 	 1.043
 7.0 	  4.0 	 2.191
 7.0 	  4.5 	 996.757
 7.0 	  5.0 	 996.757
 7.0 	  5.5 	 996.757
 7.0 	  6.0 	 996.757
 7.0 	  6.5 	 996.757
 7.0 	  7.0 	 996.757
 7.0 	  7.5 	 996.757
 7.0 	  8.0 	 996.757
 7.0 	  8.5 	 996.757
 7.0 	  9.0 	 996.757
 7.0 	  9.5 	 996.757
 7.0 	 10.0 	 996.757
 7.0 	 10.5 	 996.757
 7.0 	 11.0 	 996.757
 7.0 	 11.5 	 996.757
 7.0 	 12.0 	 996.757

 7.5 	 -12.0 	 996.757
 7.5 	 -11.5 	 996.757
 7.5 	 -11.0 	 996.757
 7.5 	 -10.5 	 996.757
 7.5 	 -10.0 	 996.757
 7.5 	 -9.5 	 996.757
 7.5 	 -9.0 	 996.757
 7.5 	 -8.5 	 996.757
 7.5 	 -8.0 	 2.191
 7.5 	 -7.5 	 996.757
 7.5 	 -7.0 	 1.782
 7.5 	 -6.5 	 1.241
 7.5 	 -6.0 	 0.964
 7.5 	 -5.5 	 0.555
 7.5 	 -5.0 	 0.725
 7.5 	 -4.5 	 1.241
 7.5 	 -4.0 	 1.373
 7.5 	 -3.5 	 1.782
 7.5 	 -3.0 	 1.373
 7.5 	 -2.5 	 1.043
 7.5 	 -2.0 	 0.895
 7.5 	 -1.5 	 0.678
 7.5 	 -1.0 	 0.832
 7.5 	 -0.5 	 0.832
 7.5 	  0.0 	 0.776
 7.5 	  0.5 	 1.043
 7.5 	  1.0 	 0.634
 7.5 	  1.5 	 0.895
 7.5 	  2.0 	 1.134
 7.5 	  2.5 	 1.543
 7.5 	  3.0 	 1.043
 7.5 	  3.5 	 1.241
 7.5 	  4.0 	 2.191
 7.5 	  4.5 	 996.757
 7.5 	  5.0 	 2.191
 7.5 	  5.5 	 996.757
 7.5 	  6.0 	 996.757
 7.5 	  6.5 	 996.757
 7.5 	  7.0 	 996.757
 7.5 	  7.5 	 996.757
 7.5 	  8.0 	 996.757
 7.5 	  8.5 	 996.757
 7.5 	  9.0 	 996.757
 7.5 	  9.5 	 996.757
 7.5 	 10.0 	 996.757
 7.5 	 10.5 	 996.757
 7.5 	 11.0 	 996.757
 7.5 	 11.5 	 996.757
 7.5 	 12.0 	 996.757

 8.0 	 -12.0 	 996.757
 8.0 	 -11.5 	 996.757
 8.0 	 -11.0 	 996.757
 8.0 	 -10.5 	 996.757
 8.0 	 -10.0 	 996.757
 8.0 	 -9.5 	 996.757
 8.0 	 -9.0 	 996.757
 8.0 	 -8.5 	 996.757
 8.0 	 -8.0 	 996.757
 8.0 	 -7.5 	 996.757
 8.0 	 -7.0 	 1.782
 8.0 	 -6.5 	 2.191
 8.0 	 -6.0 	 0.964
 8.0 	 -5.5 	 0.678
 8.0 	 -5.0 	 0.424
 8.0 	 -4.5 	 1.043
 8.0 	 -4.0 	 1.134
 8.0 	 -3.5 	 1.134
 8.0 	 -3.0 	 1.373
 8.0 	 -2.5 	 2.191
 8.0 	 -2.0 	 1.043
 8.0 	 -1.5 	 1.241
 8.0 	 -1.0 	 1.043
 8.0 	 -0.5 	 0.832
 8.0 	  0.0 	 0.832
 8.0 	  0.5 	 0.964
 8.0 	  1.0 	 0.832
 8.0 	  1.5 	 1.543
 8.0 	  2.0 	 1.543
 8.0 	  2.5 	 1.782
 8.0 	  3.0 	 996.757
 8.0 	  3.5 	 1.543
 8.0 	  4.0 	 996.757
 8.0 	  4.5 	 996.757
 8.0 	  5.0 	 996.757
 8.0 	  5.5 	 996.757
 8.0 	  6.0 	 996.757
 8.0 	  6.5 	 996.757
 8.0 	  7.0 	 996.757
 8.0 	  7.5 	 996.757
 8.0 	  8.0 	 996.757
 8.0 	  8.5 	 996.757
 8.0 	  9.0 	 996.757
 8.0 	  9.5 	 996.757
 8.0 	 10.0 	 996.757
 8.0 	 10.5 	 996.757
 8.0 	 11.0 	 996.757
 8.0 	 11.5 	 996.757
 8.0 	 12.0 	 996.757

 8.5 	 -12.0 	 996.757
 8.5 	 -11.5 	 996.757
 8.5 	 -11.0 	 996.757
 8.5 	 -10.5 	 996.757
 8.5 	 -10.0 	 996.757
 8.5 	 -9.5 	 996.757
 8.5 	 -9.0 	 996.757
 8.5 	 -8.5 	 996.757
 8.5 	 -8.0 	 996.757
 8.5 	 -7.5 	 996.757
 8.5 	 -7.0 	 996.757
 8.5 	 -6.5 	 2.191
 8.5 	 -6.0 	 1.373
 8.5 	 -5.5 	 1.134
 8.5 	 -5.0 	 1.373
 8.5 	 -4.5 	 0.964
 8.5 	 -4.0 	 1.782
 8.5 	 -3.5 	 1.543
 8.5 	 -3.0 	 2.191
 8.5 	 -2.5 	 1.043
 8.5 	 -2.0 	 1.543
 8.5 	 -1.5 	 2.191
 8.5 	 -1.0 	 1.373
 8.5 	 -0.5 	 1.241
 8.5 	  0.0 	 0.776
 8.5 	  0.5 	 0.964
 8.5 	  1.0 	 1.373
 8.5 	  1.5 	 1.543
 8.5 	  2.0 	 1.543
 8.5 	  2.5 	 2.191
 8.5 	  3.0 	 2.191
 8.5 	  3.5 	 2.191
 8.5 	  4.0 	 996.757
 8.5 	  4.5 	 996.757
 8.5 	  5.0 	 996.757
 8.5 	  5.5 	 996.757
 8.5 	  6.0 	 996.757
 8.5 	  6.5 	 996.757
 8.5 	  7.0 	 996.757
 8.5 	  7.5 	 996.757
 8.5 	  8.0 	 996.757
 8.5 	  8.5 	 996.757
 8.5 	  9.0 	 996.757
 8.5 	  9.5 	 996.757
 8.5 	 10.0 	 996.757
 8.5 	 10.5 	 996.757
 8.5 	 11.0 	 996.757
 8.5 	 11.5 	 996.757
 8.5 	 12.0 	 996.757

 9.0 	 -12.0 	 996.757
 9.0 	 -11.5 	 996.757
 9.0 	 -11.0 	 996.757
 9.0 	 -10.5 	 996.757
 9.0 	 -10.0 	 996.757
 9.0 	 -9.5 	 996.757
 9.0 	 -9.0 	 996.757
 9.0 	 -8.5 	 996.757
 9.0 	 -8.0 	 996.757
 9.0 	 -7.5 	 996.757
 9.0 	 -7.0 	 996.757
 9.0 	 -6.5 	 996.757
 9.0 	 -6.0 	 2.191
 9.0 	 -5.5 	 2.191
 9.0 	 -5.0 	 0.964
 9.0 	 -4.5 	 1.241
 9.0 	 -4.0 	 1.543
 9.0 	 -3.5 	 1.373
 9.0 	 -3.0 	 1.543
 9.0 	 -2.5 	 1.782
 9.0 	 -2.0 	 1.134
 9.0 	 -1.5 	 996.757
 9.0 	 -1.0 	 1.373
 9.0 	 -0.5 	 1.241
 9.0 	  0.0 	 0.895
 9.0 	  0.5 	 0.634
 9.0 	  1.0 	 0.832
 9.0 	  1.5 	 1.782
 9.0 	  2.0 	 1.043
 9.0 	  2.5 	 1.241
 9.0 	  3.0 	 2.191
 9.0 	  3.5 	 2.191
 9.0 	  4.0 	 996.757
 9.0 	  4.5 	 996.757
 9.0 	  5.0 	 996.757
 9.0 	  5.5 	 996.757
 9.0 	  6.0 	 996.757
 9.0 	  6.5 	 996.757
 9.0 	  7.0 	 996.757
 9.0 	  7.5 	 996.757
 9.0 	  8.0 	 996.757
 9.0 	  8.5 	 996.757
 9.0 	  9.0 	 996.757
 9.0 	  9.5 	 996.757
 9.0 	 10.0 	 996.757
 9.0 	 10.5 	 996.757
 9.0 	 11.0 	 996.757
 9.0 	 11.5 	 996.757
 9.0 	 12.0 	 996.757

 9.5 	 -12.0 	 996.757
 9.5 	 -11.5 	 996.757
 9.5 	 -11.0 	 996.757
 9.5 	 -10.5 	 996.757
 9.5 	 -10.0 	 996.757
 9.5 	 -9.5 	 996.757
 9.5 	 -9.0 	 996.757
 9.5 	 -8.5 	 996.757
 9.5 	 -8.0 	 996.757
 9.5 	 -7.5 	 996.757
 9.5 	 -7.0 	 996.757
 9.5 	 -6.5 	 996.757
 9.5 	 -6.0 	 996.757
 9.5 	 -5.5 	 2.191
 9.5 	 -5.0 	 2.191
 9.5 	 -4.5 	 996.757
 9.5 	 -4.0 	 2.191
 9.5 	 -3.5 	 2.191
 9.5 	 -3.0 	 1.241
 9.5 	 -2.5 	 1.241
 9.5 	 -2.0 	 2.191
 9.5 	 -1.5 	 1.241
 9.5 	 -1.0 	 1.543
 9.5 	 -0.5 	 1.373
 9.5 	  0.0 	 1.782
 9.5 	  0.5 	 1.043
 9.5 	  1.0 	 1.241
 9.5 	  1.5 	 1.373
 9.5 	  2.0 	 1.134
 9.5 	  2.5 	 1.782
 9.5 	  3.0 	 996.757
 9.5 	  3.5 	 996.757
 9.5 	  4.0 	 996.757
 9.5 	  4.5 	 996.757
 9.5 	  5.0 	 996.757
 9.5 	  5.5 	 996.757
 9.5 	  6.0 	 996.757
 9.5 	  6.5 	 996.757
 9.5 	  7.0 	 996.757
 9.5 	  7.5 	 996.757
 9.5 	  8.0 	 996.757
 9.5 	  8.5 	 996.757
 9.5 	  9.0 	 996.757
 9.5 	  9.5 	 996.757
 9.5 	 10.0 	 996.757
 9.5 	 10.5 	 996.757
 9.5 	 11.0 	 996.757
 9.5 	 11.5 	 996.757
 9.5 	 12.0 	 996.757

10.0 	 -12.0 	 996.757
10.0 	 -11.5 	 996.757
10.0 	 -11.0 	 996.757
10.0 	 -10.5 	 996.757
10.0 	 -10.0 	 996.757
10.0 	 -9.5 	 996.757
10.0 	 -9.0 	 996.757
10.0 	 -8.5 	 996.757
10.0 	 -8.0 	 996.757
10.0 	 -7.5 	 996.757
10.0 	 -7.0 	 996.757
10.0 	 -6.5 	 996.757
10.0 	 -6.0 	 996.757
10.0 	 -5.5 	 2.191
10.0 	 -5.0 	 1.782
10.0 	 -4.5 	 996.757
10.0 	 -4.0 	 996.757
10.0 	 -3.5 	 1.782
10.0 	 -3.0 	 1.543
10.0 	 -2.5 	 2.191
10.0 	 -2.0 	 1.543
10.0 	 -1.5 	 1.241
10.0 	 -1.0 	 1.782
10.0 	 -0.5 	 1.782
10.0 	  0.0 	 996.757
10.0 	  0.5 	 1.043
10.0 	  1.0 	 1.373
10.0 	  1.5 	 1.373
10.0 	  2.0 	 1.782
10.0 	  2.5 	 2.191
10.0 	  3.0 	 2.191
10.0 	  3.5 	 996.757
10.0 	  4.0 	 996.757
10.0 	  4.5 	 996.757
10.0 	  5.0 	 996.757
10.0 	  5.5 	 996.757
10.0 	  6.0 	 996.757
10.0 	  6.5 	 996.757
10.0 	  7.0 	 996.757
10.0 	  7.5 	 996.757
10.0 	  8.0 	 996.757
10.0 	  8.5 	 996.757
10.0 	  9.0 	 996.757
10.0 	  9.5 	 996.757
10.0 	 10.0 	 996.757
10.0 	 10.5 	 996.757
10.0 	 11.0 	 996.757
10.0 	 11.5 	 996.757
10.0 	 12.0 	 996.757

10.5 	 -12.0 	 996.757
10.5 	 -11.5 	 996.757
10.5 	 -11.0 	 996.757
10.5 	 -10.5 	 996.757
10.5 	 -10.0 	 996.757
10.5 	 -9.5 	 996.757
10.5 	 -9.0 	 996.757
10.5 	 -8.5 	 996.757
10.5 	 -8.0 	 996.757
10.5 	 -7.5 	 996.757
10.5 	 -7.0 	 996.757
10.5 	 -6.5 	 996.757
10.5 	 -6.0 	 996.757
10.5 	 -5.5 	 996.757
10.5 	 -5.0 	 996.757
10.5 	 -4.5 	 996.757
10.5 	 -4.0 	 996.757
10.5 	 -3.5 	 1.782
10.5 	 -3.0 	 2.191
10.5 	 -2.5 	 996.757
10.5 	 -2.0 	 996.757
10.5 	 -1.5 	 2.191
10.5 	 -1.0 	 996.757
10.5 	 -0.5 	 996.757
10.5 	  0.0 	 2.191
10.5 	  0.5 	 2.191
10.5 	  1.0 	 1.782
10.5 	  1.5 	 2.191
10.5 	  2.0 	 996.757
10.5 	  2.5 	 996.757
10.5 	  3.0 	 996.757
10.5 	  3.5 	 996.757
10.5 	  4.0 	 996.757
10.5 	  4.5 	 996.757
10.5 	  5.0 	 996.757
10.5 	  5.5 	 996.757
10.5 	  6.0 	 996.757
10.5 	  6.5 	 996.757
10.5 	  7.0 	 996.757
10.5 	  7.5 	 996.757
10.5 	  8.0 	 996.757
10.5 	  8.5 	 996.757
10.5 	  9.0 	 996.757
10.5 	  9.5 	 996.757
10.5 	 10.0 	 996.757
10.5 	 10.5 	 996.757
10.5 	 11.0 	 996.757
10.5 	 11.5 	 996.757
10.5 	 12.0 	 996.757

11.0 	 -12.0 	 996.757
11.0 	 -11.5 	 996.757
11.0 	 -11.0 	 996.757
11.0 	 -10.5 	 996.757
11.0 	 -10.0 	 996.757
11.0 	 -9.5 	 996.757
11.0 	 -9.0 	 996.757
11.0 	 -8.5 	 996.757
11.0 	 -8.0 	 996.757
11.0 	 -7.5 	 996.757
11.0 	 -7.0 	 996.757
11.0 	 -6.5 	 996.757
11.0 	 -6.0 	 996.757
11.0 	 -5.5 	 996.757
11.0 	 -5.0 	 996.757
11.0 	 -4.5 	 996.757
11.0 	 -4.0 	 996.757
11.0 	 -3.5 	 2.191
11.0 	 -3.0 	 996.757
11.0 	 -2.5 	 996.757
11.0 	 -2.0 	 996.757
11.0 	 -1.5 	 2.191
11.0 	 -1.0 	 996.757
11.0 	 -0.5 	 996.757
11.0 	  0.0 	 996.757
11.0 	  0.5 	 1.782
11.0 	  1.0 	 996.757
11.0 	  1.5 	 996.757
11.0 	  2.0 	 996.757
11.0 	  2.5 	 2.191
11.0 	  3.0 	 2.191
11.0 	  3.5 	 996.757
11.0 	  4.0 	 996.757
11.0 	  4.5 	 996.757
11.0 	  5.0 	 996.757
11.0 	  5.5 	 996.757
11.0 	  6.0 	 996.757
11.0 	  6.5 	 996.757
11.0 	  7.0 	 996.757
11.0 	  7.5 	 996.757
11.0 	  8.0 	 996.757
11.0 	  8.5 	 996.757
11.0 	  9.0 	 996.757
11.0 	  9.5 	 996.757
11.0 	 10.0 	 996.757
11.0 	 10.5 	 996.757
11.0 	 11.0 	 996.757
11.0 	 11.5 	 996.757
11.0 	 12.0 	 996.757

11.5 	 -12.0 	 996.757
11.5 	 -11.5 	 996.757
11.5 	 -11.0 	 996.757
11.5 	 -10.5 	 996.757
11.5 	 -10.0 	 996.757
11.5 	 -9.5 	 996.757
11.5 	 -9.0 	 996.757
11.5 	 -8.5 	 996.757
11.5 	 -8.0 	 996.757
11.5 	 -7.5 	 996.757
11.5 	 -7.0 	 996.757
11.5 	 -6.5 	 996.757
11.5 	 -6.0 	 996.757
11.5 	 -5.5 	 996.757
11.5 	 -5.0 	 996.757
11.5 	 -4.5 	 996.757
11.5 	 -4.0 	 996.757
11.5 	 -3.5 	 996.757
11.5 	 -3.0 	 2.191
11.5 	 -2.5 	 996.757
11.5 	 -2.0 	 996.757
11.5 	 -1.5 	 996.757
11.5 	 -1.0 	 996.757
11.5 	 -0.5 	 996.757
11.5 	  0.0 	 996.757
11.5 	  0.5 	 2.191
11.5 	  1.0 	 996.757
11.5 	  1.5 	 996.757
11.5 	  2.0 	 996.757
11.5 	  2.5 	 996.757
11.5 	  3.0 	 996.757
11.5 	  3.5 	 996.757
11.5 	  4.0 	 996.757
11.5 	  4.5 	 996.757
11.5 	  5.0 	 996.757
11.5 	  5.5 	 996.757
11.5 	  6.0 	 996.757
11.5 	  6.5 	 996.757
11.5 	  7.0 	 996.757
11.5 	  7.5 	 996.757
11.5 	  8.0 	 996.757
11.5 	  8.5 	 996.757
11.5 	  9.0 	 996.757
11.5 	  9.5 	 996.757
11.5 	 10.0 	 996.757
11.5 	 10.5 	 996.757
11.5 	 11.0 	 996.757
11.5 	 11.5 	 996.757
11.5 	 12.0 	 996.757

12.0 	 -12.0 	 996.757
12.0 	 -11.5 	 996.757
12.0 	 -11.0 	 996.757
12.0 	 -10.5 	 996.757
12.0 	 -10.0 	 996.757
12.0 	 -9.5 	 996.757
12.0 	 -9.0 	 996.757
12.0 	 -8.5 	 996.757
12.0 	 -8.0 	 996.757
12.0 	 -7.5 	 996.757
12.0 	 -7.0 	 996.757
12.0 	 -6.5 	 996.757
12.0 	 -6.0 	 996.757
12.0 	 -5.5 	 996.757
12.0 	 -5.0 	 996.757
12.0 	 -4.5 	 996.757
12.0 	 -4.0 	 996.757
12.0 	 -3.5 	 996.757
12.0 	 -3.0 	 996.757
12.0 	 -2.5 	 996.757
12.0 	 -2.0 	 996.757
12.0 	 -1.5 	 996.757
12.0 	 -1.0 	 996.757
12.0 	 -0.5 	 996.757
12.0 	  0.0 	 996.757
12.0 	  0.5 	 2.191
12.0 	  1.0 	 996.757
12.0 	  1.5 	 996.757
12.0 	  2.0 	 996.757
12.0 	  2.5 	 996.757
12.0 	  3.0 	 996.757
12.0 	  3.5 	 996.757
12.0 	  4.0 	 996.757
12.0 	  4.5 	 996.757
12.0 	  5.0 	 996.757
12.0 	  5.5 	 996.757
12.0 	  6.0 	 996.757
12.0 	  6.5 	 996.757
12.0 	  7.0 	 996.757
12.0 	  7.5 	 996.757
12.0 	  8.0 	 996.757
12.0 	  8.5 	 996.757
12.0 	  9.0 	 996.757
12.0 	  9.5 	 996.757
12.0 	 10.0 	 996.757
12.0 	 10.5 	 996.757
12.0 	 11.0 	 996.757
12.0 	 11.5 	 996.757
12.0 	 12.0 	 996.757

